code,name,description,category,url,status
audio/G729E,,,audio,,active
audio/GSM,,,audio,,active
audio/GSM-EFR,,,audio,,active
audio/GSM-HR-08,,,audio,,active
audio/iLBC,,,audio,,active
audio/ip-mr_v2.5,,,audio,,active
audio/L8,,,audio,,active
audio/L16,,,audio,,active
audio/L20,,,audio,,active
audio/L24,,,audio,,active
audio/LPC,,,audio,,active
audio/MELP,,,audio,,active
audio/MELP600,,,audio,,active
audio/MELP1200,,,audio,,active
audio/MELP2400,,,audio,,active
audio/mobile-xmf,,,audio,,active
audio/MPA,,,audio,,active
audio/mp4,,,audio,,active
audio/MP4A-LATM,,,audio,,active
audio/mpa-robust,,,audio,,active
audio/mpeg,,,audio,,active
audio/mpeg4-generic,,,audio,,active
audio/ogg,,,audio,,active
audio/opus,,,audio,,active
audio/parityfec,,,audio,,active
audio/PCMA,,,audio,,active
audio/PCMA-WB,,,audio,,active
audio/PCMU,,,audio,,active
audio/PCMU-WB,,,audio,,active
audio/prs.sid,,,audio,,active
audio/QCELP,,,audio,,active
audio/raptorfec,,,audio,,active
audio/RED,,,audio,,active
audio/rtp-enc-aescm128,,,audio,,active
audio/rtploopback,,,audio,,active
audio/rtp-midi,,,audio,,active
audio/rtx,,,audio,,active
audio/SMV,,,audio,,active
audio/SMV0,,,audio,,active
audio/SMV-QCP,,,audio,,active
audio/sp-midi,,,audio,,active
audio/speex,,,audio,,active
audio/t140c,,,audio,,active
audio/t38,,,audio,,active
audio/telephone-event,,,audio,,active
audio/tone,,,audio,,active
audio/UEMCLIP,,,audio,,active
audio/ulpfec,,,audio,,active
audio/VDVI,,,audio,,active
audio/VMR-WB,,,audio,,active
audio/vnd.3gpp.iufp,,,audio,,active
audio/vnd.4SB,,,audio,,active
audio/vnd.audiokoz,,,audio,,active
audio/vnd.CELP,,,audio,,active
audio/vnd.cisco.nse,,,audio,,active
audio/vnd.cmles.radio-events,,,audio,,active
audio/vnd.cns.anp1,,,audio,,active
audio/vnd.cns.inf1,,,audio,,active
audio/vnd.dece.audio,,,audio,,active
audio/vnd.digital-winds,,,audio,,active
audio/vnd.dlna.adts,,,audio,,active
audio/vnd.dolby.heaac.1,,,audio,,active
audio/vnd.dolby.heaac.2,,,audio,,active
audio/vnd.dolby.mlp,,,audio,,active
audio/vnd.dolby.mps,,,audio,,active
audio/vnd.dolby.pl2,,,audio,,active
audio/vnd.dolby.pl2x,,,audio,,active
audio/vnd.dolby.pl2z,,,audio,,active
audio/vnd.dolby.pulse.1,,,audio,,active
audio/vnd.dra,,,audio,,active
audio/vnd.dts,,,audio,,active
audio/vnd.dts.hd,,,audio,,active
audio/vnd.dvb.file,,,audio,,active
audio/vnd.everad.plj,,,audio,,active
audio/vnd.hns.audio,,,audio,,active
audio/vnd.lucent.voice,,,audio,,active
audio/vnd.ms-playready.media.pya,,,audio,,active
audio/vnd.nokia.mobile-xmf,,,audio,,active
audio/vnd.nortel.vbk,,,audio,,active
audio/vnd.nuera.ecelp4800,,,audio,,active
audio/vnd.nuera.ecelp7470,,,audio,,active
audio/vnd.nuera.ecelp9600,,,audio,,active
audio/vnd.octel.sbc,,,audio,,active
audio/vnd.qcelp,,,audio,,withdrawn
audio/vnd.rhetorex.32kadpcm,,,audio,,active
audio/vnd.rip,,,audio,,active
audio/vnd.sealedmedia.softseal.mpeg,,,audio,,active
audio/vnd.vmx.cvsd,,,audio,,active
audio/vorbis,,,audio,,active
audio/vorbis-config,,,audio,,active
font/collection,,,font,,active
font/otf,,,font,,active
font/sfnt,,,font,,active
font/ttf,,,font,,active
font/woff,,,font,,active
font/woff2,,,font,,active
image/bmp,,,image,,active
image/cgm,,,image,,active
image/dicom-rle,,,image,,active
image/emf,,,image,,active
image/example,,,image,,active
image/fits,,,image,,active
image/g3fax,,,image,,active
image/gif,,,image,,active
image/ief,,,image,,active
image/jls,,,image,,active
image/jp2,,,image,,active
image/jpeg,,,image,,active
image/jpm,,,image,,active
image/jpx,,,image,,active
image/ktx,,,image,,active
image/naplps,,,image,,active
image/png,,,image,,active
image/prs.btif,,,image,,active
image/prs.pti,,,image,,active
image/pwg-raster,,,image,,active
image/svg+xml,,,image,,active
image/t38,,,image,,active
image/tiff,,,image,,active
image/tiff-fx,,,image,,active
image/vnd.adobe.photoshop,,,image,,active
image/vnd.airzip.accelerator.azv,,,image,,active
image/vnd.cns.inf2,,,image,,active
image/vnd.dece.graphic,,,image,,active
image/vnd.djvu,,,image,,active
image/vnd.dwg,,,image,,active
image/vnd.dxf,,,image,,active
image/vnd.dvb.subtitle,,,image,,active
image/vnd.fastbidsheet,,,image,,active
image/vnd.fpx,,,image,,active
image/vnd.fst,,,image,,active
image/vnd.fujixerox.edmics-mmr,,,image,,active
image/vnd.fujixerox.edmics-rlc,,,image,,active
image/vnd.globalgraphics.pgb,,,image,,active
image/vnd.microsoft.icon,,,image,,active
image/vnd.mix,,,image,,active
image/vnd.ms-modi,,,image,,active
image/vnd.mozilla.apng,,,image,,active
image/vnd.net-fpx,,,image,,active
image/vnd.radiance,,,image,,active
image/vnd.sealed.png,,,image,,active
image/vnd.sealedmedia.softseal.gif,,,image,,active
image/vnd.sealedmedia.softseal.jpg,,,image,,active
image/vnd.svf,,,image,,active
image/vnd.tencent.tap,,,image,,active
image/vnd.valve.source.texture,,,image,,active
image/vnd.wap.wbmp,,,image,,active
image/vnd.xiff,,,image,,active
image/vnd.zbrush.pcx,,,image,,active
image/wmf,,,image,,active
image/x-emf,,,image,,withdrawn
image/x-wmf,,,image,,withdrawn
message/CPIM,,,message,,active
message/delivery-status,,,message,,active
message/disposition-notification,,,message,,active
message/example,,,message,,active
message/external-body,,,message,,active
message/feedback-report,,,message,,active
message/global,,,message,,active
message/global-delivery-status,,,message,,active
message/global-disposition-notification,,,message,,active
message/global-headers,,,message,,active
message/http,,,message,,active
message/imdn+xml,,,message,,active
message/news,,,message,,withdrawn
message/partial,,,message,,active
message/rfc822,,,message,,active
message/s-http,,,message,,active
message/sip,,,message,,active
message/sipfrag,,,message,,active
message/tracking-status,,,message,,active
message/vnd.si.simp,,,message,,withdrawn
message/vnd.wfa.wsc,,,message,,active
model/3mf,,,model,,active
model/example,,,model,,active
model/gltf+json,,,model,,active
model/iges,,,model,,active
model/mesh,,,model,,active
model/vnd.collada+xml,,,model,,active
model/vnd.dwf,,,model,,active
model/vnd.flatland.3dml,,,model,,active
model/vnd.gdl,,,model,,active
model/vnd.gs-gdl,,,model,,active
model/vnd.gtw,,,model,,active
model/vnd.moml+xml,,,model,,active
model/vnd.mts,,,model,,active
model/vnd.opengex,,,model,,active
model/vnd.parasolid.transmit.binary,,,model,,active
model/vnd.parasolid.transmit.text,,,model,,active
model/vnd.rosette.annotated-data-model,,,model,,active
model/vnd.valve.source.compiled-map,,,model,,active
model/vnd.vtu,,,model,,active
model/vrml,,,model,,active
model/x3d-vrml,,,model,,active
model/x3d+fastinfoset,,,model,,active
model/x3d+xml,,,model,,active
multipart/alternative,,,multipart,,active
multipart/appledouble,,,multipart,,active
multipart/byteranges,,,multipart,,active
multipart/digest,,,multipart,,active
multipart/encrypted,,,multipart,,active
multipart/example,,,multipart,,active
multipart/form-data,,,multipart,,active
multipart/header-set,,,multipart,,active
multipart/mixed,,,multipart,,active
multipart/parallel,,,multipart,,active
multipart/related,,,multipart,,active
multipart/report,,,multipart,,active
multipart/signed,,,multipart,,active
multipart/vnd.bint.med-plus,,,multipart,,active
multipart/voice-message,,,multipart,,active
multipart/x-mixed-replace,,,multipart,,active
text/1d-interleaved-parityfec,,,text,,active
text/cache-manifest,,,text,,active
text/calendar,,,text,,active
text/css,,,text,,active
text/csv,,,text,,active
text/csv-schema,,,text,,active
text/directory,,,text,,withdrawn
text/dns,,,text,,active
text/ecmascript,,,text,,withdrawn
text/encaprtp,,,text,,active
text/enriched,,,text,,active
text/example,,,text,,active
text/fwdred,,,text,,active
text/grammar-ref-list,,,text,,active
text/html,,,text,,active
text/javascript,,,text,,withdrawn
text/jcr-cnd,,,text,,active
text/markdown,,,text,,active
text/mizar,,,text,,active
text/n3,,,text,,active
text/parameters,,,text,,active
text/parityfec,,,text,,active
text/plain,,,text,,active
text/provenance-notation,,,text,,active
text/prs.fallenstein.rst,,,text,,active
text/prs.lines.tag,,,text,,active
text/prs.prop.logic,,,text,,active
text/raptorfec,,,text,,active
text/RED,,,text,,active
text/rfc822-headers,,,text,,active
text/richtext,,,text,,active
text/rtf,,,text,,active
text/rtp-enc-aescm128,,,text,,active
text/rtploopback,,,text,,active
text/rtx,,,text,,active
text/sgml,,,text,,active
text/strings,,,text,,active
text/t140,,,text,,active
text/tab-separated-values,,,text,,active
text/troff,,,text,,active
text/turtle,,,text,,active
text/ulpfec,,,text,,active
text/uri-list,,,text,,active
text/vcard,,,text,,active
text/vnd.a,,,text,,active
text/vnd.abc,,,text,,active
text/vnd.ascii-art,,,text,,active
text/vnd.curl,,,text,,active
text/vnd.debian.copyright,,,text,,active
text/vnd.DMClientScript,,,text,,active
text/vnd.dvb.subtitle,,,text,,active
text/vnd.esmertec.theme-descriptor,,,text,,active
text/vnd.fly,,,text,,active
text/vnd.fmi.flexstor,,,text,,active
text/vnd.graphviz,,,text,,active
text/vnd.in3d.3dml,,,text,,active
text/vnd.in3d.spot,,,text,,active
text/vnd.IPTC.NewsML,,,text,,active
text/vnd.IPTC.NITF,,,text,,active
text/vnd.latex-z,,,text,,active
text/vnd.motorola.reflex,,,text,,active
text/vnd.ms-mediapackage,,,text,,active
text/vnd.net2phone.commcenter.command,,,text,,active
text/vnd.radisys.msml-basic-layout,,,text,,active
text/vnd.si.uricatalogue,,,text,,withdrawn
text/vnd.sun.j2me.app-descriptor,,,text,,active
text/vnd.trolltech.linguist,,,text,,active
text/vnd.wap.si,,,text,,active
text/vnd.wap.sl,,,text,,active
text/vnd.wap.wml,,,text,,active
text/vnd.wap.wmlscript,,,text,,active
text/xml,,,text,,active
text/xml-external-parsed-entity,,,text,,active
video/1d-interleaved-parityfec,,,video,,active
video/3gpp,,,video,,active
video/3gpp2,,,video,,active
video/3gpp-tt,,,video,,active
video/BMPEG,,,video,,active
video/BT656,,,video,,active
video/CelB,,,video,,active
video/DV,,,video,,active
video/encaprtp,,,video,,active
video/example,,,video,,active
video/H261,,,video,,active
video/H263,,,video,,active
video/H263-1998,,,video,,active
video/H263-2000,,,video,,active
video/H264,,,video,,active
video/H264-RCDO,,,video,,active
video/H264-SVC,,,video,,active
video/H265,,,video,,active
video/iso.segment,,,video,,active
video/JPEG,,,video,,active
video/jpeg2000,,,video,,active
video/mj2,,,video,,active
video/MP1S,,,video,,active
video/MP2P,,,video,,active
video/MP2T,,,video,,active
video/mp4,,,video,,active
video/MP4V-ES,,,video,,active
video/MPV,,,video,,active
video/mpeg,,,video,,active
video/mpeg4-generic,,,video,,active
video/nv,,,video,,active
video/ogg,,,video,,active
video/parityfec,,,video,,active
video/pointer,,,video,,active
video/quicktime,,,video,,active
video/raptorfec,,,video,,active
video/raw,,,video,,active
video/rtp-enc-aescm128,,,video,,active
video/rtploopback,,,video,,active
video/rtx,,,video,,active
video/SMPTE292M,,,video,,active
video/ulpfec,,,video,,active
video/vc1,,,video,,active
video/vnd.CCTV,,,video,,active
video/vnd.dece.hd,,,video,,active
video/vnd.dece.mobile,,,video,,active
video/vnd.dece.mp4,,,video,,active
video/vnd.dece.pd,,,video,,active
video/vnd.dece.sd,,,video,,active
video/vnd.dece.video,,,video,,active
video/vnd.directv.mpeg,,,video,,active
video/vnd.directv.mpeg-tts,,,video,,active
video/vnd.dlna.mpeg-tts,,,video,,active
video/vnd.dvb.file,,,video,,active
video/vnd.fvt,,,video,,active
video/vnd.hns.video,,,video,,active
video/vnd.iptvforum.1dparityfec-1010,,,video,,active
video/vnd.iptvforum.1dparityfec-2005,,,video,,active
video/vnd.iptvforum.2dparityfec-1010,,,video,,active
video/vnd.iptvforum.2dparityfec-2005,,,video,,active
video/vnd.iptvforum.ttsavc,,,video,,active
video/vnd.iptvforum.ttsmpeg2,,,video,,active
video/vnd.motorola.video,,,video,,active
video/vnd.motorola.videop,,,video,,active
video/vnd.mpegurl,,,video,,active
video/vnd.ms-playready.media.pyv,,,video,,active
video/vnd.nokia.interleaved-multimedia,,,video,,active
video/vnd.nokia.videovoip,,,video,,active
video/vnd.objectvideo,,,video,,active
video/vnd.radgamettools.bink,,,video,,active
video/vnd.radgamettools.smacker,,,video,,active
video/vnd.sealed.mpeg1,,,video,,active
video/vnd.sealed.mpeg4,,,video,,active
video/vnd.sealed.swf,,,video,,active
video/vnd.sealedmedia.softseal.mov,,,video,,active
video/vnd.uvvu.mp4,,,video,,active
video/vnd.vivo,,,video,,active
video/VP8,,,video,,active
