code,name,description,language,category,category-name,category-description
application/xhtml+xml,,,en,application,,
application/xml,,,en,application,,
application/xml-dtd,,,en,application,,
application/xml-external-parsed-entity,,,en,application,,
application/xml-patch+xml,,,en,application,,
application/xmpp+xml,,,en,application,,
application/xop+xml,,,en,application,,
application/xslt+xml,,,en,application,,
application/xv+xml,,,en,application,,
application/yang,,,en,application,,
application/yang-data+json,,,en,application,,
application/yang-data+xml,,,en,application,,
application/yang-patch+json,,,en,application,,
application/yang-patch+xml,,,en,application,,
application/yin+xml,,,en,application,,
application/zip,,,en,application,,
application/zlib,,,en,application,,
audio/1d-interleaved-parityfec,,,en,audio,,
audio/32kadpcm,,,en,audio,,
audio/3gpp,,,en,audio,,
audio/3gpp2,,,en,audio,,
audio/ac3,,,en,audio,,
audio/AMR,,,en,audio,,
audio/AMR-WB,,,en,audio,,
audio/amr-wb+,,,en,audio,,
audio/aptx,,,en,audio,,
audio/asc,,,en,audio,,
audio/ATRAC-ADVANCED-LOSSLESS,,,en,audio,,
audio/ATRAC-X,,,en,audio,,
audio/ATRAC3,,,en,audio,,
audio/basic,,,en,audio,,
audio/BV16,,,en,audio,,
audio/BV32,,,en,audio,,
audio/clearmode,,,en,audio,,
audio/CN,,,en,audio,,
audio/DAT12,,,en,audio,,
audio/dls,,,en,audio,,
audio/dsr-es201108,,,en,audio,,
audio/dsr-es202050,,,en,audio,,
audio/dsr-es202211,,,en,audio,,
audio/dsr-es202212,,,en,audio,,
audio/DV,,,en,audio,,
audio/DVI4,,,en,audio,,
audio/eac3,,,en,audio,,
audio/encaprtp,,,en,audio,,
audio/EVRC,,,en,audio,,
audio/EVRC-QCP,,,en,audio,,
audio/EVRC0,,,en,audio,,
audio/EVRC1,,,en,audio,,
audio/EVRCB,,,en,audio,,
audio/EVRCB0,,,en,audio,,
audio/EVRCB1,,,en,audio,,
audio/EVRCNW,,,en,audio,,
audio/EVRCNW0,,,en,audio,,
audio/EVRCNW1,,,en,audio,,
audio/EVRCWB,,,en,audio,,
audio/EVRCWB0,,,en,audio,,
audio/EVRCWB1,,,en,audio,,
audio/EVS,,,en,audio,,
audio/example,,,en,audio,,
audio/fwdred,,,en,audio,,
audio/G711-0,,,en,audio,,
audio/G719,,,en,audio,,
audio/G7221,,,en,audio,,
audio/G722,,,en,audio,,
audio/G723,,,en,audio,,
audio/G726-16,,,en,audio,,
audio/G726-24,,,en,audio,,
audio/G726-32,,,en,audio,,
audio/G726-40,,,en,audio,,
audio/G728,,,en,audio,,
audio/G729,,,en,audio,,
audio/G7291,,,en,audio,,
audio/G729D,,,en,audio,,
audio/G729E,,,en,audio,,
audio/GSM,,,en,audio,,
audio/GSM-EFR,,,en,audio,,
audio/GSM-HR-08,,,en,audio,,
audio/iLBC,,,en,audio,,
audio/ip-mr_v2.5,,,en,audio,,
audio/L8,,,en,audio,,
audio/L16,,,en,audio,,
audio/L20,,,en,audio,,
audio/L24,,,en,audio,,
audio/LPC,,,en,audio,,
audio/MELP,,,en,audio,,
audio/MELP600,,,en,audio,,
audio/MELP1200,,,en,audio,,
audio/MELP2400,,,en,audio,,
audio/mobile-xmf,,,en,audio,,
audio/MPA,,,en,audio,,
audio/mp4,,,en,audio,,
audio/MP4A-LATM,,,en,audio,,
audio/mpa-robust,,,en,audio,,
audio/mpeg,,,en,audio,,
audio/mpeg4-generic,,,en,audio,,
audio/ogg,,,en,audio,,
audio/opus,,,en,audio,,
audio/parityfec,,,en,audio,,
audio/PCMA,,,en,audio,,
audio/PCMA-WB,,,en,audio,,
audio/PCMU,,,en,audio,,
audio/PCMU-WB,,,en,audio,,
audio/prs.sid,,,en,audio,,
audio/QCELP,,,en,audio,,
audio/raptorfec,,,en,audio,,
audio/RED,,,en,audio,,
audio/rtp-enc-aescm128,,,en,audio,,
audio/rtploopback,,,en,audio,,
audio/rtp-midi,,,en,audio,,
audio/rtx,,,en,audio,,
audio/SMV,,,en,audio,,
audio/SMV0,,,en,audio,,
audio/SMV-QCP,,,en,audio,,
audio/sp-midi,,,en,audio,,
audio/speex,,,en,audio,,
audio/t140c,,,en,audio,,
audio/t38,,,en,audio,,
audio/telephone-event,,,en,audio,,
audio/tone,,,en,audio,,
audio/UEMCLIP,,,en,audio,,
audio/ulpfec,,,en,audio,,
audio/VDVI,,,en,audio,,
audio/VMR-WB,,,en,audio,,
audio/vnd.3gpp.iufp,,,en,audio,,
audio/vnd.4SB,,,en,audio,,
audio/vnd.audiokoz,,,en,audio,,
audio/vnd.CELP,,,en,audio,,
audio/vnd.cisco.nse,,,en,audio,,
audio/vnd.cmles.radio-events,,,en,audio,,
audio/vnd.cns.anp1,,,en,audio,,
audio/vnd.cns.inf1,,,en,audio,,
audio/vnd.dece.audio,,,en,audio,,
audio/vnd.digital-winds,,,en,audio,,
audio/vnd.dlna.adts,,,en,audio,,
audio/vnd.dolby.heaac.1,,,en,audio,,
audio/vnd.dolby.heaac.2,,,en,audio,,
audio/vnd.dolby.mlp,,,en,audio,,
audio/vnd.dolby.mps,,,en,audio,,
audio/vnd.dolby.pl2,,,en,audio,,
audio/vnd.dolby.pl2x,,,en,audio,,
audio/vnd.dolby.pl2z,,,en,audio,,
audio/vnd.dolby.pulse.1,,,en,audio,,
audio/vnd.dra,,,en,audio,,
audio/vnd.dts,,,en,audio,,
audio/vnd.dts.hd,,,en,audio,,
audio/vnd.dvb.file,,,en,audio,,
audio/vnd.everad.plj,,,en,audio,,
audio/vnd.hns.audio,,,en,audio,,
audio/vnd.lucent.voice,,,en,audio,,
audio/vnd.ms-playready.media.pya,,,en,audio,,
audio/vnd.nokia.mobile-xmf,,,en,audio,,
audio/vnd.nortel.vbk,,,en,audio,,
audio/vnd.nuera.ecelp4800,,,en,audio,,
audio/vnd.nuera.ecelp7470,,,en,audio,,
audio/vnd.nuera.ecelp9600,,,en,audio,,
audio/vnd.octel.sbc,,,en,audio,,
audio/vnd.qcelp,,,en,audio,,
audio/vnd.rhetorex.32kadpcm,,,en,audio,,
audio/vnd.rip,,,en,audio,,
audio/vnd.sealedmedia.softseal.mpeg,,,en,audio,,
audio/vnd.vmx.cvsd,,,en,audio,,
audio/vorbis,,,en,audio,,
audio/vorbis-config,,,en,audio,,
font/collection,,,en,font,,
font/otf,,,en,font,,
font/sfnt,,,en,font,,
font/ttf,,,en,font,,
font/woff,,,en,font,,
font/woff2,,,en,font,,
image/bmp,,,en,image,,
image/cgm,,,en,image,,
image/dicom-rle,,,en,image,,
image/emf,,,en,image,,
image/example,,,en,image,,
image/fits,,,en,image,,
image/g3fax,,,en,image,,
image/gif,,,en,image,,
image/ief,,,en,image,,
image/jls,,,en,image,,
image/jp2,,,en,image,,
image/jpeg,,,en,image,,
image/jpm,,,en,image,,
image/jpx,,,en,image,,
image/ktx,,,en,image,,
image/naplps,,,en,image,,
image/png,,,en,image,,
image/prs.btif,,,en,image,,
image/prs.pti,,,en,image,,
image/pwg-raster,,,en,image,,
image/svg+xml,,,en,image,,
image/t38,,,en,image,,
image/tiff,,,en,image,,
image/tiff-fx,,,en,image,,
image/vnd.adobe.photoshop,,,en,image,,
image/vnd.airzip.accelerator.azv,,,en,image,,
image/vnd.cns.inf2,,,en,image,,
image/vnd.dece.graphic,,,en,image,,
image/vnd.djvu,,,en,image,,
image/vnd.dwg,,,en,image,,
image/vnd.dxf,,,en,image,,
image/vnd.dvb.subtitle,,,en,image,,
image/vnd.fastbidsheet,,,en,image,,
image/vnd.fpx,,,en,image,,
image/vnd.fst,,,en,image,,
image/vnd.fujixerox.edmics-mmr,,,en,image,,
image/vnd.fujixerox.edmics-rlc,,,en,image,,
image/vnd.globalgraphics.pgb,,,en,image,,
image/vnd.microsoft.icon,,,en,image,,
image/vnd.mix,,,en,image,,
image/vnd.ms-modi,,,en,image,,
image/vnd.mozilla.apng,,,en,image,,
image/vnd.net-fpx,,,en,image,,
image/vnd.radiance,,,en,image,,
image/vnd.sealed.png,,,en,image,,
image/vnd.sealedmedia.softseal.gif,,,en,image,,
image/vnd.sealedmedia.softseal.jpg,,,en,image,,
image/vnd.svf,,,en,image,,
image/vnd.tencent.tap,,,en,image,,
image/vnd.valve.source.texture,,,en,image,,
image/vnd.wap.wbmp,,,en,image,,
image/vnd.xiff,,,en,image,,
image/vnd.zbrush.pcx,,,en,image,,
image/wmf,,,en,image,,
image/x-emf,,,en,image,,
image/x-wmf,,,en,image,,
message/CPIM,,,en,message,,
message/delivery-status,,,en,message,,
message/disposition-notification,,,en,message,,
message/example,,,en,message,,
message/external-body,,,en,message,,
message/feedback-report,,,en,message,,
message/global,,,en,message,,
message/global-delivery-status,,,en,message,,
message/global-disposition-notification,,,en,message,,
message/global-headers,,,en,message,,
message/http,,,en,message,,
message/imdn+xml,,,en,message,,
message/news,,,en,message,,
message/partial,,,en,message,,
message/rfc822,,,en,message,,
message/s-http,,,en,message,,
message/sip,,,en,message,,
message/sipfrag,,,en,message,,
message/tracking-status,,,en,message,,
message/vnd.si.simp,,,en,message,,
message/vnd.wfa.wsc,,,en,message,,
model/3mf,,,en,model,,
model/example,,,en,model,,
model/gltf+json,,,en,model,,
model/iges,,,en,model,,
model/mesh,,,en,model,,
model/vnd.collada+xml,,,en,model,,
model/vnd.dwf,,,en,model,,
model/vnd.flatland.3dml,,,en,model,,
model/vnd.gdl,,,en,model,,
model/vnd.gs-gdl,,,en,model,,
model/vnd.gtw,,,en,model,,
model/vnd.moml+xml,,,en,model,,
model/vnd.mts,,,en,model,,
model/vnd.opengex,,,en,model,,
model/vnd.parasolid.transmit.binary,,,en,model,,
model/vnd.parasolid.transmit.text,,,en,model,,
model/vnd.rosette.annotated-data-model,,,en,model,,
model/vnd.valve.source.compiled-map,,,en,model,,
model/vnd.vtu,,,en,model,,
model/vrml,,,en,model,,
model/x3d-vrml,,,en,model,,
model/x3d+fastinfoset,,,en,model,,
model/x3d+xml,,,en,model,,
multipart/alternative,,,en,multipart,,
multipart/appledouble,,,en,multipart,,
multipart/byteranges,,,en,multipart,,
multipart/digest,,,en,multipart,,
multipart/encrypted,,,en,multipart,,
multipart/example,,,en,multipart,,
multipart/form-data,,,en,multipart,,
multipart/header-set,,,en,multipart,,
multipart/mixed,,,en,multipart,,
multipart/parallel,,,en,multipart,,
multipart/related,,,en,multipart,,
multipart/report,,,en,multipart,,
multipart/signed,,,en,multipart,,
multipart/vnd.bint.med-plus,,,en,multipart,,
multipart/voice-message,,,en,multipart,,
multipart/x-mixed-replace,,,en,multipart,,
text/1d-interleaved-parityfec,,,en,text,,
text/cache-manifest,,,en,text,,
text/calendar,,,en,text,,
text/css,,,en,text,,
text/csv,,,en,text,,
text/csv-schema,,,en,text,,
text/directory,,,en,text,,
text/dns,,,en,text,,
text/ecmascript,,,en,text,,
text/encaprtp,,,en,text,,
text/enriched,,,en,text,,
text/example,,,en,text,,
text/fwdred,,,en,text,,
text/grammar-ref-list,,,en,text,,
text/html,,,en,text,,
text/javascript,,,en,text,,
text/jcr-cnd,,,en,text,,
text/markdown,,,en,text,,
text/mizar,,,en,text,,
text/n3,,,en,text,,
text/parameters,,,en,text,,
text/parityfec,,,en,text,,
text/plain,,,en,text,,
text/provenance-notation,,,en,text,,
text/prs.fallenstein.rst,,,en,text,,
text/prs.lines.tag,,,en,text,,
text/prs.prop.logic,,,en,text,,
text/raptorfec,,,en,text,,
text/RED,,,en,text,,
text/rfc822-headers,,,en,text,,
text/richtext,,,en,text,,
text/rtf,,,en,text,,
text/rtp-enc-aescm128,,,en,text,,
text/rtploopback,,,en,text,,
text/rtx,,,en,text,,
text/sgml,,,en,text,,
text/strings,,,en,text,,
text/t140,,,en,text,,
text/tab-separated-values,,,en,text,,
text/troff,,,en,text,,
text/turtle,,,en,text,,
text/ulpfec,,,en,text,,
text/uri-list,,,en,text,,
text/vcard,,,en,text,,
text/vnd.a,,,en,text,,
text/vnd.abc,,,en,text,,
text/vnd.ascii-art,,,en,text,,
text/vnd.curl,,,en,text,,
text/vnd.debian.copyright,,,en,text,,
text/vnd.DMClientScript,,,en,text,,
text/vnd.dvb.subtitle,,,en,text,,
text/vnd.esmertec.theme-descriptor,,,en,text,,
text/vnd.fly,,,en,text,,
text/vnd.fmi.flexstor,,,en,text,,
text/vnd.graphviz,,,en,text,,
text/vnd.in3d.3dml,,,en,text,,
text/vnd.in3d.spot,,,en,text,,
text/vnd.IPTC.NewsML,,,en,text,,
text/vnd.IPTC.NITF,,,en,text,,
text/vnd.latex-z,,,en,text,,
text/vnd.motorola.reflex,,,en,text,,
text/vnd.ms-mediapackage,,,en,text,,
text/vnd.net2phone.commcenter.command,,,en,text,,
text/vnd.radisys.msml-basic-layout,,,en,text,,
text/vnd.si.uricatalogue,,,en,text,,
text/vnd.sun.j2me.app-descriptor,,,en,text,,
text/vnd.trolltech.linguist,,,en,text,,
text/vnd.wap.si,,,en,text,,
text/vnd.wap.sl,,,en,text,,
text/vnd.wap.wml,,,en,text,,
text/vnd.wap.wmlscript,,,en,text,,
text/xml,,,en,text,,
text/xml-external-parsed-entity,,,en,text,,
video/1d-interleaved-parityfec,,,en,video,,
video/3gpp,,,en,video,,
video/3gpp2,,,en,video,,
video/3gpp-tt,,,en,video,,
video/BMPEG,,,en,video,,
video/BT656,,,en,video,,
video/CelB,,,en,video,,
video/DV,,,en,video,,
video/encaprtp,,,en,video,,
video/example,,,en,video,,
video/H261,,,en,video,,
video/H263,,,en,video,,
video/H263-1998,,,en,video,,
video/H263-2000,,,en,video,,
video/H264,,,en,video,,
video/H264-RCDO,,,en,video,,
video/H264-SVC,,,en,video,,
video/H265,,,en,video,,
video/iso.segment,,,en,video,,
video/JPEG,,,en,video,,
video/jpeg2000,,,en,video,,
video/mj2,,,en,video,,
video/MP1S,,,en,video,,
video/MP2P,,,en,video,,
video/MP2T,,,en,video,,
video/mp4,,,en,video,,
video/MP4V-ES,,,en,video,,
video/MPV,,,en,video,,
video/mpeg,,,en,video,,
video/mpeg4-generic,,,en,video,,
video/nv,,,en,video,,
video/ogg,,,en,video,,
video/parityfec,,,en,video,,
video/pointer,,,en,video,,
video/quicktime,,,en,video,,
video/raptorfec,,,en,video,,
video/raw,,,en,video,,
video/rtp-enc-aescm128,,,en,video,,
video/rtploopback,,,en,video,,
video/rtx,,,en,video,,
video/SMPTE292M,,,en,video,,
video/ulpfec,,,en,video,,
video/vc1,,,en,video,,
video/vnd.CCTV,,,en,video,,
video/vnd.dece.hd,,,en,video,,
video/vnd.dece.mobile,,,en,video,,
video/vnd.dece.mp4,,,en,video,,
video/vnd.dece.pd,,,en,video,,
video/vnd.dece.sd,,,en,video,,
video/vnd.dece.video,,,en,video,,
video/vnd.directv.mpeg,,,en,video,,
video/vnd.directv.mpeg-tts,,,en,video,,
video/vnd.dlna.mpeg-tts,,,en,video,,
video/vnd.dvb.file,,,en,video,,
video/vnd.fvt,,,en,video,,
video/vnd.hns.video,,,en,video,,
video/vnd.iptvforum.1dparityfec-1010,,,en,video,,
video/vnd.iptvforum.1dparityfec-2005,,,en,video,,
video/vnd.iptvforum.2dparityfec-1010,,,en,video,,
video/vnd.iptvforum.2dparityfec-2005,,,en,video,,
video/vnd.iptvforum.ttsavc,,,en,video,,
video/vnd.iptvforum.ttsmpeg2,,,en,video,,
video/vnd.motorola.video,,,en,video,,
video/vnd.motorola.videop,,,en,video,,
video/vnd.mpegurl,,,en,video,,
video/vnd.ms-playready.media.pyv,,,en,video,,
video/vnd.nokia.interleaved-multimedia,,,en,video,,
video/vnd.nokia.videovoip,,,en,video,,
video/vnd.objectvideo,,,en,video,,
video/vnd.radgamettools.bink,,,en,video,,
video/vnd.radgamettools.smacker,,,en,video,,
video/vnd.sealed.mpeg1,,,en,video,,
video/vnd.sealed.mpeg4,,,en,video,,
video/vnd.sealed.swf,,,en,video,,
video/vnd.sealedmedia.softseal.mov,,,en,video,,
video/vnd.uvvu.mp4,,,en,video,,
video/vnd.vivo,,,en,video,,
video/VP8,,,en,video,,
