code,name,description,language,category,category-name,category-description
ESTSL,sisal plantation,an estate that specializes in growing sisal,en,S,Spot Features,
SLID,slide,"a mound of earth material, at the base of a slope and the associated scoured area",en,T,Hypsographic,
SLP,slope(s),a surface with a relatively uniform slope angle,en,T,Hypsographic,
SLCE,sluice,"a conduit or passage for carrying off surplus water from a waterbody, usually regulated by means of a sluice gate",en,S,Spot Features,
SNOW,snowfield,an area of permanent snow and ice forming the accumulation area of a glacier,en,L,Area,
SD,sound,a long arm of the sea forming a channel between the mainland and an island or islands; or connecting two larger bodies of water,en,H,Hydrographic,
SPA,spa,a resort area usually developed around a medicinal spring,en,S,Spot Features,
CTRS,space center,"a facility for launching, tracking, or controlling satellites and space vehicles",en,S,Spot Features,
SPLY,spillway,"a passage or outlet through which surplus water flows over, around or through a dam",en,S,Spot Features,
SPIT,spit,"a narrow, straight or curved continuation of a beach into a waterbody",en,T,Hypsographic,
SPNG,spring(s),a place where ground water flows naturally out of the ground,en,H,Hydrographic,
SPUR,spur(s),"a subordinate ridge projecting outward from a hill, mountain or other elevation",en,T,Hypsographic,
SQR,square,"a broad, open, public area near the center of a town or city",en,S,Spot Features,
STBL,stable,"a building for the shelter and feeding of farm animals, especially horses",en,S,Spot Features,
STDM,stadium,a structure with an enclosure for athletic games with tiers of seats for spectators,en,S,Spot Features,
STPS,steps,stones or slabs placed for ease in ascending or descending a steep slope,en,S,Spot Features,
STKR,stock route,a route taken by livestock herds,en,R,Streets/Highways/Roads,
REG,stony desert,a desert plain characterized by a surface veneer of gravel and stones,en,T,Hypsographic,
RET,store,a building where goods and/or services are offered for sale,en,S,Spot Features,
SHSE,storehouse,"a building for storing goods, especially provisions",en,S,Spot Features,
STRT,strait,"a relatively narrow waterway, usually narrower and less extensive than a sound, connecting two larger bodies of water",en,H,Hydrographic,
STM,stream,a body of running water moving to a lower level in a channel on land,en,H,Hydrographic,
BNKR,stream bank,a sloping margin of a stream channel which normally confines the stream to its channel on land,en,H,Hydrographic,
STMB,stream bend,a conspicuously curved or bent segment of a stream,en,H,Hydrographic,
STMGS,stream gauging station,"named place where a measuring station for a watercourse, reservoir or other water body exists",en,S,Spot Features,
STMM,stream mouth(s),"a place where a stream discharges into a lagoon, lake, or the sea",en,H,Hydrographic,
STMS,streams,bodies of running water moving to a lower level in a channel on land,en,H,Hydrographic,
ST,street,a paved urban thoroughfare,en,R,Streets/Highways/Roads,
DAMSB,sub-surface dam,a dam put down to bedrock in a sand river,en,S,Spot Features,
SUBW,subway,"a railroad used for mass public transportation primarily in urban areas, all or part of the system may be located below, above, or at ground level",en,S,Spot Features,
SUBS,subway station,"a facility comprising ticket office, platforms, etc. for loading and unloading subway passengers",en,S,Spot Features,
