code,name,description,category,url,status
46016,European Bank for Reconstruction and Development – technical co-operation and special funds (ODA-eligible countries only),,46000,,active
46017,European Bank for Reconstruction and Development – technical co-operation and special funds (all EBRD countries of operations),,46000,,active
46018,European Bank for Reconstruction and Development - Early Transition Countries Fund,,46000,,active
46019,European Bank for Reconstruction and Development - Western Balkans Joint Trust Fund,,46000,,active
46020,Central African States Development Bank,,46000,,active
46021,West African Development Bank,,46000,,active
46022,African Export Import Bank,,46000,,active
46023,Eastern and Southern African Trade and Development Bank,,46000,,active
46024,Council of Europe Development Bank,,46000,,active
46025,Islamic Development Bank,,46000,,active
46026,Asian Infrastructure Investment Bank,,46000,,active
46027,Financial Fund for the Development of the River Plate Basin,,46000,,active
47000,Other multilateral institutions,,,,active
47001,African Capacity Building Foundation,,47000,,active
47002,Asian Productivity Organisation,,47000,,active
47003,Association of South East Asian Nations: Economic Co-operation,,47000,,active
47004,ASEAN Cultural Fund,,47000,,withdrawn
47005,African Union (excluding peacekeeping facilities),,47000,,withdrawn
47008,World Vegetable Centre,,51000,,active
47009,African and Malagasy Council for Higher Education,,47000,,active
47010,Commonwealth Agency for Public Administration and Management,,32000,,active
47011,Caribbean Community Secretariat,,47000,,active
47012,Caribbean Epidemiology Centre,,47000,,withdrawn
47013,Commonwealth Foundation,,47000,,active
47014,Commonwealth Fund for Technical Co-operation,,47000,,withdrawn
47015,CGIAR Fund,,47000,,withdrawn
47016,Commonwealth Institute,,47000,,withdrawn
47017,International Centre for Tropical Agriculture,,51000,,active
47018,Centre for International Forestry Research,,51000,,active
47019,International Centre for Advanced Mediterranean Agronomic Studies,,47000,,active
47020,International Maize and Wheat Improvement Centre,,51000,,active
47021,International Potato Centre,,51000,,active
47022,Convention on International Trade in Endangered Species of Wild Flora and Fauna,,47000,,active
47023,Commonwealth Legal Advisory Service,,47000,,withdrawn
47024,Commonwealth Media Development Fund,,47000,,withdrawn
47025,Commonwealth of Learning,,47000,,active
47026,Community of Portuguese Speaking Countries,,47000,,withdrawn
47027,Colombo Plan,,47000,,active
47028,Commonwealth Partnership for Technical Management,,32000,,active
47029,Sahel and West Africa Club,,47000,,withdrawn
47030,Commonwealth Scientific Council,,47000,,withdrawn
47031,Commonwealth Small States Office,,47000,,withdrawn
47032,Commonwealth Trade and Investment Access Facility,,47000,,withdrawn
47033,Commonwealth Youth Programme,,47000,,withdrawn
47034,Economic Community of West African States,,47000,,active
47035,Environmental Development Action in the Third World,,21000,,active
47036,European and Mediterranean Plant Protection Organisation,,47000,,active
47037,Eastern-Regional Organisation of Public Administration,,47000,,active
47038,INTERPOL Fund for Aid and Technical Assistance to Developing Countries,,47000,,withdrawn
47040,Forum Fisheries Agency,,47000,,withdrawn
47041,Food and Fertilizer Technology Centre,,51000,,active
47042,Foundation for International Training,,22000,,active
47043,Global Crop Diversity Trust,,31000,,active
47044,Global Environment Facility Trust Fund,,47000,,active
47045,"Global Fund to Fight AIDS, Tuberculosis and Malaria",,47000,,active
47046,International Organisation of the Francophonie,,47000,,withdrawn
47047,International African Institute,,51000,,active
47048,Inter-American Indian Institute,,47000,,withdrawn
47049,International Bureau of Education - International Educational Reporting System (IERS),,47000,,withdrawn
47050,International Cotton Advisory Committee,,47000,,active
47051,International Centre for Agricultural Research in Dry Areas,,51000,,active
47053,"International Centre for Diarrhoeal Disease Research, Bangladesh",,51000,,active
47054,International Centre of Insect Physiology and Ecology,,51000,,active
47055,International Centre for Development Oriented Research in Agriculture,,51000,,active
47056,World AgroForestry Centre,,51000,,active
47057,International Crop Research for Semi-Arid Tropics,,51000,,active
47058,International Institute for Democracy and Electoral Assistance,,47000,,active
47059,International Development Law Organisation,,47000,,withdrawn
47060,International Institute for Cotton,,47000,,withdrawn
47061,Inter-American Institute for Co-operation on Agriculture,,47000,,active
47062,International Institute of Tropical Agriculture,,51000,,active
47063,International Livestock Research Institute,,51000,,active
47064,International Network for Bamboo and Rattan,,47000,,active
47065,Intergovernmental Oceanographic Commission,,47000,,active
47066,International Organisation for Migration,,41000,,active
47067,Intergovernmental Panel on Climate Change,,47000,,active
47068,Asia-Pacific Fishery Commission,,47000,,withdrawn
47069,Bioversity International,,51000,,active
47070,International Rice Research Institute,,51000,,active
47071,International Seed Testing Association,,51000,,active
47073,International Tropical Timber Organisation,,47000,,active
47074,International Vaccine Institute,,47000,,withdrawn
47075,International Water Management Institute,,51000,,active
47076,Justice Studies Centre of the Americas,,47000,,active
47077,Mekong River Commission,,47000,,active
47078,Multilateral Fund for the Implementation of the Montreal Protocol,,47000,,withdrawn
47079,Organisation of American States,,47000,,active
47080,Organisation for Economic Co-operation and Development (Contributions to special funds for Technical Co-operation Activities Only),,47000,,active
47081,OECD Development Centre,,47000,,active
47082,Organisation of Eastern Caribbean States,,47000,,active
47083,Pan-American Health Organisation,,47000,,active
47084,Pan-American Institute of Geography and History,,47000,,active
47085,Pan-American Railway Congress Association,,47000,,withdrawn
47086,Private Infrastructure Development Group,,47000,,active
47087,Pacific Islands Forum Secretariat,,47000,,active
47088,Relief Net,,47000,,withdrawn
47089,Southern African Development Community,,47000,,active
